Support Tickets Ticket ID,Support Tickets Created Date,Support Tickets Closed Date,Support Tickets Days Creation to Solved,Support Tickets Csat Rating Score,Incident Tag,Severity,Support Team,Plan Type,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009353,2022-02-14,2022-02-28,7 days,good,auto-assign,autoresponse-sent,,cf-zap-troubleshooting,code-by-zapier,europe/london,filter-by-zapier,formatter-by-zapier,from-contact-form,hv-trial,incident-310, ,paid,paths-by-zapier,premium-domain,pro,slack, ,verified,webhooks-by-zapier,zendesk,zendesk-sell,,,,,,,,,
1009356,2022-02-14,2022-02-28,7 days,offered,auto-assign,autoresponse-sent,,cf-zap-troubleshooting,code-by-zapier,delay-by-zapier,europe/london,filter-by-zapier,formatter-by-zapier,from-contact-form,google-sheets,hv-trial,incident-310, ,paid,paths-by-zapier,premium-domain,pro,salesforce, ,verified, ,,ztt-code,,,,,,,
1009355,2022-02-14,2022-02-28,7 days,offered,auto-assign,autoresponse-sent,,cf-zap-troubleshooting,code-by-zapier,content_cue_b9356684-b319-7521-7450-be6f94958475,filter-by-zapier,formatter-by-zapier,from-contact-form,google-sheets,incident-310,looping-by-zapier, ,paid,pipedrive,premium-domain,pro, ,verified,,,,,,,,,,,,
1000723,2022-02-08,2022-02-22,7 days,offered,auto-assign,autoresponse-sent,cf-building-workflows,cf-creating-managing,from-contact-form,incident-304, ,paid,starter, ,verified,,,,,,,,,,,,,,,,,,,,
1015145,2022-02-17,2022-03-04,7 days,offered,auto-assign,autoresponse-sent,bug,incident-313, ,no-plan,premium-domain, ,,ztt-editor,ztt-error-messaging,,,,,,,,,,,,,,,,,,,,
1009757,2022-02-14,2022-02-28,7 days,offered,auto-assign,autoresponse-sent,bug,incident-310, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,
1009016,2022-02-14,2022-02-23,2 days,good,auto-assign,autoresponse-sent,bug,incident-309, ,no-plan,premium-domain, , ,,,ztt-not-zapier-owned,,,,,,,,,,,,,,,,,,,
1058805,2022-03-25,2022-04-08,7 days,offered,auto-assign,autoresponse-sent,bug,hv-trial,incident-332, ,paid,pro, , ,,, ,,,,,,,,,,,,,,,,,,
1009183,2022-02-14,2022-02-21,0 days,offered,auto-assign,autoresponse-sent,bug,cf-zap-not-triggering,cf-zap-troubleshooting,follow-up-boss,free,from-contact-form,incident-309, ,myrealpage,premium-domain, ,trialing,verified, ,,,ztt-not-zapier-owned,,,,,,,,,,,,
999984,2022-02-07,2022-02-28,13 days,offered,auto-assign,autoresponse-sent,bug,cf-zap-not-triggering,cf-zap-troubleshooting,dext,europe/paris,filter-by-zapier,formatter-by-zapier,from-contact-form,google-sheets,hv-trial,incident-309, ,paid,premium-domain,starter, ,verified, ,,,ztt-not-zapier-owned,,,,,,,,
1058472,2022-03-25,2022-04-08,7 days,offered,auto-assign,autoresponse-sent,bug,cf-zap-not-triggering,cf-zap-troubleshooting,content_cue_25a24404-277a-7ae7-62b0-1608259ce143,from-contact-form,incident-341, ,paid,premium-domain,pro, ,verified, ,,, ,,,,,,,,,,,,,
1058528,2022-03-25,2022-04-08,7 days,offered,auto-assign,autoresponse-sent,bug,cf-zap-not-triggering,cf-zap-troubleshooting,cognito-forms,from-contact-form,google-sheets,hv-trial,incident-341, ,paid,premium-domain,pro, ,verified, ,,, ,,,,,,,,,,,
1008788,2022-02-14,2022-02-21,0 days,good,auto-assign,autoresponse-sent,bug,cf-something-else,from-contact-form,incident-309, ,paid,premium-domain,pro, ,verified, ,,, ,,,,,,,,,,,,,,,
1058685,2022-03-25,2022-04-08,7 days,offered,auto-assign,autoresponse-sent,bug,cf-something-else,europe/london,from-contact-form,hv-trial,incident-341, ,paid,pro, ,verified, ,,, ,,,,,,,,,,,,,,
1008812,2022-02-14,2022-02-28,7 days,offered,auto-assign,autoresponse-sent,bug,cf-something-else,content_cue_b9356684-b319-7521-7450-be6f94958475,europe/amsterdam,from-contact-form,hv-trial,incident-309, ,paid,premium-domain,pro, ,verified,,,ztt-my-apps,ztt-my-zaps,,,,,,,,,,,,
1009376,2022-02-14,2022-02-21,0 days,offered,auto-assign,autoresponse-sent,bug,,cf-zap-troubleshooting,from-contact-form,incident-310, ,paid,premium-domain,pro,soundwise, ,verified,wishlist-member, ,,,ztt-not-zapier-owned,,,,,,,,,,,,
1009292,2022-02-14,2022-02-28,7 days,offered,auto-assign,autoresponse-sent,bug,,cf-zap-troubleshooting,from-contact-form,incident-309, ,paid,premium-domain,starter, ,verified, ,,,ztt-not-zapier-owned,,,,,,,,,,,,,,
1015085,2022-02-17,2022-02-24,0 days,offered,auto-assign,autoresponse-sent,bug,,cf-zap-troubleshooting,from-contact-form,hv-trial,incident-313, ,paid,premium-domain,starter, ,verified,,ztt-editor,ztt-error-messaging,,,,,,,,,,,,,,
1009500,2022-02-14,2022-02-21,0 days,offered,auto-assign,autoresponse-sent,bug,,cf-zap-troubleshooting,from-contact-form,hubspot,incident-310, ,paid,premium-domain,signpost,starter, ,verified, , ,,ztt-not-zapier-owned,,,,,,,,,,,,
1009418,2022-02-14,2022-02-28,7 days,offered,auto-assign,autoresponse-sent,bug,,cf-zap-troubleshooting,from-contact-form,gruveo,hv-trial,incident-310, ,onboarding-monthly,paid,premium-domain,pro, ,verified,webhooks-by-zapier,,,,,,,,,,,,,,
1009520,2022-02-14,2022-02-21,0 days,good,auto-assign,autoresponse-sent,bug,,cf-zap-troubleshooting,formatter-by-zapier,from-contact-form,incident-310, ,paid,premium-domain,salsa-engage,starter, ,verified,volunteermatters, ,,ztt-code,,,,,,,,,,,,
1009432,2022-02-14,2022-02-28,7 days,offered,auto-assign,autoresponse-sent,bug,,cf-zap-troubleshooting,filter-by-zapier,from-contact-form,hv-trial,incident-310,ipost, ,paid,premium-domain,salesforce,starter, ,verified,,,,,,,,,,,,,,
1008937,2022-02-14,2022-02-28,7 days,good,auto-assign,autoresponse-sent,bug,,cf-zap-troubleshooting,filter-by-zapier,formatter-by-zapier,from-contact-form,incident-309, ,paid,premium-domain,pro,solapi,tadabase, ,typeform,verified,,,,,,,,,,,,,
1009571,2022-02-14,2022-02-28,7 days,,auto-assign,autoresponse-sent,bug,,cf-zap-troubleshooting,filter-by-zapier,flex-paid,from-contact-form,incident-310,kindful,memberful, ,paid,premium-domain,starter, ,verified,,,,,,,,,,,,,,
1009412,2022-02-14,2022-02-28,7 days,,auto-assign,autoresponse-sent,bug,,cf-zap-troubleshooting,facebook-groups,flex-paid,from-contact-form,incident-310, ,paid,premium-domain,pro,pushsafer, ,verified,,,,,,,,,,,,,,,
1009461,2022-02-14,2022-02-28,7 days,good,auto-assign,autoresponse-sent,bug,,cf-zap-troubleshooting,europe/stockholm,from-contact-form,hv-trial,incident-310, ,paid,premium-domain,pro, ,verified,,,,,,,,,,,,,,,,
1008834,2022-02-14,2022-02-28,7 days,good,auto-assign,autoresponse-sent,bug,,cf-zap-troubleshooting,europe/paris,from-contact-form,hv-trial,incident-309,momindum, ,paid,partner-type-platform,plezi,premium-domain,pro, ,unmapped-zap-created,verified,ztt-error-message-troubleshooting,,ztt-temporary-category,,,,,,,,,
1009286,2022-02-14,2022-02-28,7 days,offered,auto-assign,autoresponse-sent,bug,,cf-zap-troubleshooting,europe/london,from-contact-form,hv-trial,incident-310,instiller, ,paid,premium-domain,pro, ,verified,webhooks-by-zapier,,,,,,,,,,,,,,
1008883,2022-02-14,2022-02-22,1 day,good,auto-assign,autoresponse-sent,bug,,cf-zap-troubleshooting,europe/berlin,from-contact-form,hv-trial,incident-309, ,paid,premium-domain,,team, ,verified,ztt-editor,ztt-error-message-troubleshooting,ztt-error-messaging,ztt-no-relevant-option,,,,,,,,,,,
1008988,2022-02-14,2022-02-28,7 days,good,auto-assign,autoresponse-sent,bug,,cf-zap-troubleshooting,educations.com-media-group,europe/madrid,filter-by-zapier,formatter-by-zapier,from-contact-form,hv-trial,incident-309, ,paid,premium-domain,starter, ,verified,webhooks-by-zapier,,,,,,,,,,,,
1009280,2022-02-14,2022-02-28,7 days,offered,auto-assign,autoresponse-sent,bug,,cf-zap-troubleshooting,content_cue_b9356684-b319-7521-7450-be6f94958475,free,from-contact-form,hubspot,incident-310, ,premium-domain,tango-card, ,verified, ,,,ztt-not-zapier-owned,,,,,,,,,,,,
1009548,2022-02-14,2022-02-28,7 days,offered,auto-assign,autoresponse-sent,bug,,cf-zap-troubleshooting,content_cue_b9356684-b319-7521-7450-be6f94958475,europe/rome,fattura24,from-contact-form,google-sheets,hv-trial,incident-310, ,paid,premium-domain,starter, ,verified,,,,,,,,,,,,,
1009451,2022-02-14,2022-02-28,7 days,good,auto-assign,autoresponse-sent,bug,,cf-zap-troubleshooting,content_cue_761365bb-21b8-02a3-749e-d12ce1954a18,facebook-lead-ads,from-contact-form,hv-trial,incident-310, ,mybusiness-crm-weab2lead,paid,premium-domain,starter, ,verified,,,,,,,,,,,,,,
1009655,2022-02-14,2022-02-28,7 days,offered,auto-assign,autoresponse-sent,bug,,cf-zap-troubleshooting,content_cue_5eb53668-2af1-217f-1061-42f6d3e8a7e2,content_cue_b9356684-b319-7521-7450-be6f94958475,europe/madrid,from-contact-form,hv-trial,incident-310, ,paid,premium-domain,pro,signaturit, ,verified,webhooks-by-zapier,,,,,,,,,,,,
1009320,2022-02-14,2022-03-01,7 days,good,auto-assign,autoresponse-sent,bug,,cf-zap-troubleshooting,content_cue_13831cef-8bce-0f3e-1a7e-44ab62cb622c,from-contact-form,incident-310, ,paid,premium-domain,salsa-engage,starter, ,verified,woocommerce,ztt-error-message-troubleshooting,,ztt-my-apps,ztt-my-zaps,,,,,,,,,,,
1009445,2022-02-14,2022-02-28,7 days,offered,auto-assign,autoresponse-sent,bug,,cf-zap-troubleshooting,code-by-zapier,from-contact-form,incident-310, ,paid,premium-domain,pro,stripe, ,verified,,,,,,,,,,,,,,,,
1009313,2022-02-14,2022-02-21,0 days,offered,auto-assign,autoresponse-sent,bug,,cf-zap-troubleshooting,code-by-zapier,free,from-contact-form,hubspot,inactive,incident-310, ,premium-domain, ,trialing,verified, ,,ztt-code,,,,,,,,,,,,
1009263,2022-02-14,2022-02-28,7 days,offered,auto-assign,autoresponse-sent,bug,,cf-zap-troubleshooting,code-by-zapier,filter-by-zapier,from-contact-form,hv-trial,incident-310,liftoff,looping-by-zapier,mailchimp-transactional,microsoft-excel, ,paid,premium-domain,pro, ,verified,webhooks-by-zapier,,,,,,,,,,
1009436,2022-02-14,2022-02-28,7 days,offered,auto-assign,autoresponse-sent,bug,,cf-zap-troubleshooting,code-by-zapier,filter-by-zapier,from-contact-form,google-sheets,incident-310, ,paid,premium-domain,professional,streak, ,verified,,,,,,,,,,,,,,
1009480,2022-02-14,2022-02-28,7 days,offered,auto-assign,autoresponse-sent,bug,,cf-zap-troubleshooting,code-by-zapier,europe/london,formatter-by-zapier,from-contact-form,google-drive,hv-trial,incident-310, ,paid,pipefy,premium-domain,pro,storage-by-zapier, ,verified,xero,,,,,,,,,,
1009544,2022-02-14,2022-02-28,7 days,offered,auto-assign,autoresponse-sent,bug,,cf-zap-troubleshooting,code-by-zapier,docparser,formatter-by-zapier,from-contact-form,gmail,google-docs,hv-trial,incident-310, ,paid,paths-by-zapier,premium-domain,pro, ,verified,,,,,,,,,,,
1009485,2022-02-14,2022-02-28,7 days,offered,auto-assign,autoresponse-sent,bug,,cf-zap-troubleshooting,code-by-zapier,delay-by-zapier,email-parser-by-zapier,formatter-by-zapier,from-contact-form,gmail,google-sheets,hv-trial,incident-310,megaventory, ,paid,paths-by-zapier,premium-domain,pro, ,verified,webhooks-by-zapier,,,,,,,,
1009522,2022-02-14,2022-02-22,0 days,good,auto-assign,autoresponse-sent,bug,,cf-zap-troubleshooting,code-by-zapier,content_cue_64fa2866-748c-722f-f25d-0239ddfd66cf,europe/budapest,formatter-by-zapier,from-contact-form,google-sheets,hv-trial,incident-310, ,not-owned,paid,pro,shift4shop, ,verified,zoho-inventory, ,,ztt-code,,,,,,,
1010013,2022-02-14,2022-02-22,0 days,offered,auto-assign,autoresponse-sent,bug,,cf-zap-troubleshooting,cliengo,code-by-zapier,from-contact-form,incident-310, ,onboarding-monthly,paid,premium-domain,sperant,starter, ,verified, , ,,ztt-code,,,,,,,,,,
1008818,2022-02-14,2022-02-28,7 days,offered,auto-assign,autoresponse-sent,bug,,cf-zap-troubleshooting,clickmeeting,europe/paris,filter-by-zapier,from-contact-form,hv-trial,incident-309, ,paid,premium-domain,pro,shopify, ,verified,,,,,,,,,,,,,
1009001,2022-02-14,2022-02-28,7 days,offered,auto-assign,autoresponse-sent,bug,cf-cant-connect-app,cf-zap-troubleshooting,europe/paris,from-contact-form,hv-trial,incident-309, ,paid,premium-domain,pro, ,verified, ,,, ,,,,,,,,,,,,
1015179,2022-02-17,2022-02-25,0 days,offered,auto-assign,autoresponse-sent,bug,cf-accounts-billing,cf-change-or-cancel,from-contact-form,hv-trial,incident-313, ,paid,premium-domain,pro, ,verified,,ztt-editor,ztt-error-messaging,,,,,,,,,,,,,,
1009429,2022-02-14,2022-02-28,7 days,offered,auto-assign,autoresponse-sent,boomtown,bug,callaction.co,,cf-zap-troubleshooting,filter-by-zapier,from-contact-form,incident-310, ,paid,premium-domain,pro, ,verified,,,,,,,,,,,,,,,
1025080,2022-02-25,2022-03-07,2 days,offered,auto-assign,autoresponse-sent,beta,bug,,cf-zap-troubleshooting,from-contact-form,google-forms-,incident-321, ,not-owned,notion,paid,pro, ,verified, ,,, ,,,,,,,,,,,
1011642,2022-02-15,2022-03-03,8 days,offered,auto-assign,autoresponse-sent,,,,,cf-other-troubleshooting,cf-transfer-zap-troubleshooting,company,from-contact-form,hv-trial,incident-311, ,paid,premium-domain,, ,verified,,ztt-editor,ztt-error-messaging,,,,,,,,,,
1011238,2022-02-15,2022-03-03,8 days,offered,auto-assign,autoresponse-sent,,,,,bug,cf-something-else,europe/stockholm,from-contact-form,hv-trial,incident-311, ,paid,premium-domain,squad-c,team, ,verified,,,ztt-temporary-category,,,,,,,,,
1010888,2022-02-15,2022-03-03,8 days,offered,auto-assign,autoresponse-sent,,,,,bug,cf-other-troubleshooting,cf-zap-troubleshooting,content_cue_b9356684-b319-7521-7450-be6f94958475,europe/berlin,filter-by-zapier,formatter-by-zapier,from-contact-form,google-sheets,hubspot,hv-trial,incident-311, ,paid,paths-by-zapier,premium-domain,shopify,team, ,verified,webhooks-by-zapier, ,,ztt-editor,ztt-step-testing
1008893,2022-02-14,2022-02-27,6 days,offered,auto-assign,autoresponse-sent,,,,,bug,,cf-zap-troubleshooting,from-contact-form,hopin,incident-309, ,onboarding-monthly,paid,premium-domain,splash,squad-c,team, ,verified,,,,,,,,,,
1009011,2022-02-14,2022-02-27,6 days,offered,auto-assign,autoresponse-sent,,,,,bug,,cf-zap-troubleshooting,europe/warsaw,from-contact-form,hv-trial,incident-309, ,paid,premium-domain,squad-c,team, ,verified,,,,,,,,,,,
1008915,2022-02-14,2022-02-27,6 days,offered,auto-assign,autoresponse-sent,,,,,bug,,cf-zap-troubleshooting,europe/belgrade,from-contact-form,hv-trial,incident-309, ,paid,partner-platform-status-beta,partner-program-health-score-untested,partner-type-platform,premium-domain,squad-c,team, ,verified,,ztt-error-message-troubleshooting,,,,,,
1009993,2022-02-14,2022-03-03,9 days,offered,auto-assign,autoresponse-sent,,,,,bug,,cf-zap-troubleshooting,content_cue_b9356684-b319-7521-7450-be6f94958475,from-contact-form,handwrytten,hv-trial,incident-310, ,paid,premium-domain,,team, ,verified,webhooks-by-zapier,,,,,,,,,
1009623,2022-02-14,2022-03-01,7 days,offered,auto-assign,autoresponse-sent,,,,,bug,,cf-zap-troubleshooting,company,content_cue_b9356684-b319-7521-7450-be6f94958475,from-contact-form,hv-trial,incident-310, ,paid,premium-domain,squad-c, ,verified, ,ztt-code,ztt-error-message-troubleshooting,,,,,,,,
1009437,2022-02-14,2022-02-27,6 days,offered,auto-assign,autoresponse-sent,,,,,bug,cf-cant-connect-app,cf-zap-troubleshooting,from-contact-form,hv-trial,incident-310, ,paid,premium-domain,,team, ,verified,,,,,,,,,,,,
1009267,2022-02-14,2022-02-28,7 days,offered,auto-assign,autoresponse-sent,axis-lms---aaa-custom,,cf-zap-troubleshooting,content_cue_b9356684-b319-7521-7450-be6f94958475,from-contact-form,incident-310, ,paid,premium-domain,starter, ,verified,woocommerce,,,,,,,,,,,,,,,,
1056210,2022-03-24,2022-04-07,7 days,offered,australia/sydney,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,
1056034,2022-03-23,2022-04-07,7 days,offered,australia/sydney,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,
1055269,2022-03-23,2022-04-06,7 days,offered,australia/sydney,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,
1055169,2022-03-23,2022-04-06,7 days,offered,australia/sydney,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,
1055132,2022-03-23,2022-04-05,6 days,offered,australia/sydney,,,,,hv-trial,incident-332-manual, ,paid,premium-domain,team, ,,,,,,,,,,,,,,,,,,,
1010064,2022-02-14,2022-02-28,7 days,offered,australia/sydney,auto-assign,autoresponse-sent,bug,hv-trial,incident-309, ,paid,premium-domain,starter, ,,,,,,,,,,,,,,,,,,,,
1056216,2022-03-24,2022-04-07,7 days,offered,australia/perth,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,
1055127,2022-03-23,2022-04-05,6 days,offered,australia/perth,,,,,hv-trial,incident-332-manual, ,paid,premium-domain,team, ,,,,,,,,,,,,,,,,,,,
1056007,2022-03-23,2022-04-07,7 days,offered,australia/melbourne,hv-trial,incident-332-manual, ,paid,premium-domain,professional, ,,,,,,,,,,,,,,,,,,,,,,,
1056017,2022-03-23,2022-04-07,7 days,offered,australia/melbourne,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,
1055150,2022-03-23,2022-04-05,6 days,offered,australia/melbourne,,,,,hv-trial,incident-332-manual, ,paid,premium-domain,team, ,,,,,,,,,,,,,,,,,,,
1056029,2022-03-23,2022-04-07,7 days,offered,australia/brisbane,hv-trial,incident-332-manual, ,paid,premium-domain,starter, ,,,,,,,,,,,,,,,,,,,,,,,
1055064,2022-03-23,2022-04-06,7 days,offered,australia/brisbane,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,
1055296,2022-03-23,2022-04-05,6 days,offered,australia/brisbane,,,,,hv-trial,incident-332-manual, ,paid,premium-domain,team, ,,,,,,,,,,,,,,,,,,,
1055451,2022-03-23,2022-04-05,6 days,offered,australia/brisbane,,,,,hv-trial,incident-332-manual, ,paid,premium-domain,team, ,,,,,,,,,,,,,,,,,,,
1010128,2022-02-14,2022-02-28,6 days,offered,australia/brisbane,auto-assign,autoresponse-sent,,,,,bug,,cf-zap-troubleshooting,code-by-zapier,filter-by-zapier,from-contact-form,gmail,google-sheets,hv-trial,incident-310, ,paid,premium-domain,quickbooks-online,squad-c,team, ,verified,webhooks-by-zapier, , ,ztt-error-message-troubleshooting, ,
993191,2022-02-02,2022-02-12,2 days,offered,australia/adelaide,auto-assign,autoresponse-sent,bug,cf-something-else,esc-how-zapier-works,esc-how-zapier-works-triggers,from-contact-form,hv-trial,incident-304, ,paid,premium-domain,starter,technical, ,verified,ztt-error-message-troubleshooting,,ztt-my-zaps,ztt-zap-details,,,,,,,,,,
1056021,2022-03-23,2022-04-07,7 days,offered,atlantic/reykjavik,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,
1055666,2022-03-23,2022-04-06,7 days,offered,associate-cc,free,incident-332-manual, , ,,,,,,,,,,,,,,,,,,,,,,,,,,
1055876,2022-03-23,2022-04-07,7 days,offered,associate-cc,free,incident-332-manual, , ,,,,,,,,,,,,,,,,,,,,,,,,,,
1056060,2022-03-23,2022-04-07,7 days,offered,associate-cc,free,incident-332-manual, , ,,,,,,,,,,,,,,,,,,,,,,,,,,
1055266,2022-03-23,2022-04-06,7 days,offered,associate-cc,free,incident-332-manual, , ,,,,,,,,,,,,,,,,,,,,,,,,,,
1055603,2022-03-23,2022-04-06,7 days,offered,associate-cc,free,incident-332-manual, , ,,,,,,,,,,,,,,,,,,,,,,,,,,
1055173,2022-03-23,2022-04-06,7 days,offered,associate-cc,free,incident-332-manual, , ,,,,,,,,,,,,,,,,,,,,,,,,,,
1055304,2022-03-23,2022-04-06,7 days,offered,associate-cc,free,incident-332-manual, , ,,,,,,,,,,,,,,,,,,,,,,,,,,
1055405,2022-03-23,2022-04-06,7 days,offered,associate-cc,free,incident-332-manual, , ,,,,,,,,,,,,,,,,,,,,,,,,,,
1055951,2022-03-23,2022-04-07,7 days,offered,associate-cc,free,incident-332-manual, , ,,,,,,,,,,,,,,,,,,,,,,,,,,
1056138,2022-03-24,2022-04-07,7 days,offered,associate-cc,free,incident-332-manual, , ,,,,,,,,,,,,,,,,,,,,,,,,,,
1055997,2022-03-23,2022-04-07,7 days,offered,associate-cc,free,incident-332-manual, , ,,,,,,,,,,,,,,,,,,,,,,,,,,
1055224,2022-03-23,2022-04-06,7 days,offered,associate-cc,free,incident-332-manual, , ,,,,,,,,,,,,,,,,,,,,,,,,,,
1055998,2022-03-23,2022-04-07,7 days,offered,associate-cc,free,incident-332-manual, ,premium-domain, ,,,,,,,,,,,,,,,,,,,,,,,,,
1055719,2022-03-23,2022-04-06,7 days,offered,associate-cc,free,incident-332-manual, ,premium-domain, ,,,,,,,,,,,,,,,,,,,,,,,,,
1055933,2022-03-23,2022-04-07,7 days,offered,associate-cc,free,incident-332-manual, ,premium-domain, ,,,,,,,,,,,,,,,,,,,,,,,,,
1056062,2022-03-23,2022-04-07,7 days,offered,associate-cc,free,incident-332-manual, ,premium-domain, ,,,,,,,,,,,,,,,,,,,,,,,,,
1055070,2022-03-23,2022-04-06,7 days,offered,associate-cc,free,incident-332-manual, ,premium-domain, ,,,,,,,,,,,,,,,,,,,,,,,,,
1055254,2022-03-23,2022-04-06,7 days,offered,associate-cc,free,incident-332-manual, ,premium-domain, ,,,,,,,,,,,,,,,,,,,,,,,,,
1055742,2022-03-23,2022-04-06,7 days,offered,associate-cc,free,incident-332-manual, ,premium-domain, ,,,,,,,,,,,,,,,,,,,,,,,,,
1055892,2022-03-23,2022-04-07,7 days,offered,associate-cc,free,incident-332-manual, ,premium-domain, ,,,,,,,,,,,,,,,,,,,,,,,,,
1055715,2022-03-23,2022-04-06,7 days,offered,associate-cc,free,incident-332-manual, ,premium-domain, ,,,,,,,,,,,,,,,,,,,,,,,,,
1055685,2022-03-23,2022-04-06,7 days,offered,associate-cc,free,incident-332-manual, ,premium-domain, ,,,,,,,,,,,,,,,,,,,,,,,,,
1055152,2022-03-23,2022-04-06,7 days,offered,associate-cc,free,incident-332-manual, ,premium-domain, ,,,,,,,,,,,,,,,,,,,,,,,,,
1055724,2022-03-23,2022-04-06,7 days,offered,associate-cc,free,incident-332-manual, ,premium-domain, ,,,,,,,,,,,,,,,,,,,,,,,,,
1055023,2022-03-23,2022-04-06,7 days,offered,associate-cc,free,incident-332,incident-332-manual, , ,,,,,,,,,,,,,,,,,,,,,,,,,
997837,2022-02-04,2022-02-19,7 days,,associate-cc,free,incident-300, , , , , , ,,,,,,,,,,,,,,,,,,,,,,
997835,2022-02-04,2022-02-19,7 days,,associate-cc,free,incident-300, , , , , , ,,,,,,,,,,,,,,,,,,,,,,
997865,2022-02-04,2022-02-19,7 days,,associate-cc,free,incident-300, ,premium-domain, , , , , ,,,,,,,,,,,,,,,,,,,,,
997885,2022-02-04,2022-02-19,7 days,,associate-cc,free,incident-300, ,premium-domain, , , , , ,,,,,,,,,,,,,,,,,,,,,
997894,2022-02-04,2022-02-19,7 days,,associate-cc,free,incident-300, ,premium-domain, , , , , ,,,,,,,,,,,,,,,,,,,,,
997889,2022-02-04,2022-02-19,7 days,,associate-cc,free,incident-300, ,premium-domain, , , , , ,,,,,,,,,,,,,,,,,,,,,
988717,2022-01-29,2022-02-12,7 days,offered,associate-cc,free,incident-300, ,premium-domain, ,,,,,,,,,,,,,,,,,,,,,,,,,
988743,2022-01-29,2022-02-12,7 days,offered,associate-cc,free,incident-300, ,premium-domain, ,,,,,,,,,,,,,,,,,,,,,,,,,
988741,2022-01-29,2022-02-12,7 days,offered,associate-cc,free,incident-300, ,premium-domain, ,,,,,,,,,,,,,,,,,,,,,,,,,
1055215,2022-03-23,2022-04-06,7 days,offered,associate-cc,free,hv-trial,incident-332-manual, , ,,,,,,,,,,,,,,,,,,,,,,,,,
1056093,2022-03-23,2022-04-07,7 days,offered,associate-cc,free,hv-trial,incident-332-manual, ,premium-domain, ,,,,,,,,,,,,,,,,,,,,,,,,
988747,2022-01-29,2022-02-12,7 days,offered,associate-cc,free,hv-trial,incident-300, , ,,,,,,,,,,,,,,,,,,,,,,,,,
1055859,2022-03-23,2022-04-07,7 days,offered,associate-cc,europe/paris,free,hv-trial,incident-332-manual, , ,,,,,,,,,,,,,,,,,,,,,,,,
1055210,2022-03-23,2022-04-06,7 days,offered,associate-cc,europe/paris,free,hv-trial,incident-332-manual, ,premium-domain, ,,,,,,,,,,,,,,,,,,,,,,,
1055628,2022-03-23,2022-04-06,7 days,offered,associate-cc,europe/paris,free,hv-trial,incident-332-manual, ,premium-domain, ,,,,,,,,,,,,,,,,,,,,,,,
1055817,2022-03-23,2022-04-06,7 days,offered,associate-cc,europe/london,free,hv-trial,incident-332-manual, ,premium-domain, ,,,,,,,,,,,,,,,,,,,,,,,
1058514,2022-03-25,,10 days,offered,associate-cc,auto-assign,autoresponse-sent,free,incident-332, ,premium-domain, , ,ztt-my-apps,ztt-my-zaps,,,,,,,,,,,,,,,,,,,,
1008962,2022-02-14,2022-02-28,7 days,offered,associate-cc,auto-assign,autoresponse-sent,free,incident-309, ,partner-platform-status-beta,partner-program-health-score-untested,partner-type-platform,premium-domain, ,,,,,,,,,,,,,,,,,,,,
1053812,2022-03-22,2022-04-07,8 days,offered,associate-cc,auto-assign,autoresponse-sent,free,hv-trial,incident-332, ,premium-domain, ,,ztt-no-relevant-option,ztt-view-run-details,,,,,,,,,,,,,,,,,,,
1008910,2022-02-14,2022-02-28,7 days,offered,associate-cc,auto-assign,autoresponse-sent,,cf-zap-troubleshooting,free,from-contact-form,incident-309,mailerlite, ,premium-domain,synchroteam, ,verified,,,,,,,,,,,,,,,,,
1009332,2022-02-14,2022-02-28,7 days,offered,associate-cc,auto-assign,autoresponse-sent,bug,free,incident-310, ,partner-platform-status-public,partner-program-health-score-untested,partner-program-tier-bronze,partner-type-platform,premium-domain, ,,,,,,,,,,,,,,,,,,
1009365,2022-02-14,2022-02-28,7 days,offered,associate-cc,auto-assign,autoresponse-sent,bug,cf-something-else,free,from-contact-form,incident-310, , ,verified,,,,,,,,,,,,,,,,,,,,
1024516,2022-02-25,2022-03-12,7 days,good,associate-cc,auto-assign,autoresponse-sent,bug,,cf-zap-troubleshooting,free,from-contact-form,google-calendar,incident-321, ,notion,paid,premium-domain, ,verified,,,,,,,,,,,,,,,
1009455,2022-02-14,2022-02-28,7 days,offered,associate-cc,auto-assign,autoresponse-sent,bug,,cf-zap-troubleshooting,content_cue_b9356684-b319-7521-7450-be6f94958475,free,from-contact-form,incident-310, ,premium-domain, ,verified,,,,,,,,,,,,,,,,,
